Movie Name,Genre,Description,Crew,Keywords
Delhi Belly,"Action, Comedy, Crime",A married Canadian travels to India to re-unite with his estranged father and brother but faces obstacles and challenges.,,
Murder 2,"Action, Crime, Drama",Three struggling room-mates unknowingly become potential prey of a ruthless gangster.,,
"Thank You
(I)",Comedy,An ex-cop is hired by a pimp to find missing call girls and the man responsible behind their abduction.,,
Double Dhamaal,"Comedy, Crime, Drama",Three wives engage the services of a private investigator after they suspect their respective husbands of infidelity.,,
Desi Boyz,"Comedy, Drama, Romance",Four slackers decide to avenge their humiliation at the hands of a con-man.,,
Aarakshan,"Drama, Thriller","Two friends lose their jobs, then part bitterly after they get exposed as male strippers.",,
Tanu Weds Manu,"Comedy, Drama, Romance",The decision by India's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor.,,
Ladies vs. Ricky Bahl,"Comedy, Crime, Drama","Manu comes to India to find a bride and falls for Tanu at first sight, but free-spirited Tanu has no plan to marry him.",,
Rascals,"Action, Comedy, Crime","A smooth and charming conman, Ricky Bahl, cons girls for a living but finally meets his match is this fun-filled ""ROM-CON.""",,
Dum Maaro Dum,"Action, Crime, Drama",Two rival con-men attempt to outdo each other to woo a wealthy woman.,,
Patiala House,"Drama, Sport",A corrupt police officer is entrusted the task of apprehending drug-dealers.,,
Mausam,"Drama, Romance, War","A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer.",,
Dil Toh Baccha Hai Ji,"Comedy, Drama, Romance","A war, religious conflicts, and misunderstandings create obstacles for a couple of different faiths.",,
Force,"Action, Crime, Drama",Three roommates are in search of true love. They each find a girl with whom they fall head over heels in love with. Now they just have to get the women to reciprocate.,,
Haunted - 3D,"Action, Fantasy, Horror",A vengeful gangster targets and terrorizes an entire police unit and their families.,,
No One Killed Jessica,"Biography, Crime, Drama",A realtor finds himself accompanied by two ghostly entities inside a mansion. He learns of a violent event that took place years ago and is sent back in time to prevent it from happening.,,
F.A.L.T.U,"Comedy, Drama","A journalist, who is more of an activist teams up with the sister of a murdered model, as she gets interested in the case and wants to bring justice to her case.",,
7 Khoon Maaf,"Comedy, Drama, Mystery","Unable to get accepted, four academically-challenged students decide to open their own college.",,
Dhobi Ghat,Drama,"Susanna is hungry for love and will go to any extent to find it in its purest form. In her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously.",,
Bhuddah Hoga Tera Baap,"Action, Comedy, Crime","The lives of four people intersect in Mumbai: a washer-man who wants to become an actor, a banker-turned-photographer, a painter looking for inspiration, and a newly-married immigrant who journals her experiences on home video.",,
Yeh Saali Zindagi,"Crime, Drama, Thriller","A quick-tempered, flamboyantly-dressed, retired hit-man returns to India for one last job. Just don't call him ""Buddah""",,
Bheja Fry 2,"Comedy, Drama",Gangsters kidnap the prospective son-in-law of a politician in order to secure the release of an imprisoned gang-member.,,
Saheb Biwi Aur Gangster,"Action, Crime, Drama",A tax-evading businessman and an income-tax officer get stranded on an isolated island.,,
Ragini MMS,"Drama, Horror, Mystery","Hired to kill a nobleman, the assassin instead falls for the former's unstable wife.",,
Pyaar Ka Punchnama,"Comedy, Drama, Romance","Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity.",,
Shaitan,"Action, Crime, Drama",Nishant starts dating Charu while his roommates Rajat and Vikrant already have girlfriends in Neha and Rhea respectively. Trouble starts when the guys feel that their girlfriends are dominating them.,,
Chillar Party,"Comedy, Drama, Family",Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,,
Chalo Dilli,"Comedy, Drama",2010-2019 Bollywood Movies,,
"Game
(I)","Action, Crime, Drama","Enroute to her destination via plane, a busy executive gets stranded with a middle-classed fast-talking male.",,
Luv Ka the End,"Comedy, Drama","A wealthy man invites four people to his private island to blame three of them for his daughter's sudden death. The next morning, the wealthy man is found murdered.",,
Stanley Ka Dabba,"Comedy, Drama, Family","Rhea, the girl next door falls in love with Luv Nanda, only to find out he is not as nice as she thought he was. She decides to get even with Luv Nanda.",,
Mujhse Fraaandship Karoge,"Comedy, Drama, Romance","A school-teacher, who forces children to share their food with him, forbids one from entering the school until he brings his own Tiffin/Lunch-box.",,
Not a Love Story,"Crime, Drama, Thriller","When you can't make it on your own, the best thing to do is to fake it. But, the question remains, how long can you fake true love?",,
Shor in the City,"Crime, Drama",An aspiring movie actress and her boyfriend are arrested and charged with Homicide.,,
Chatur Singh Two Star,"Action, Adventure, Comedy",Various residents and career-criminals face challenges in crime-laden Mumbai.,,
Always Kabhi Kabhi,"Comedy, Crime, Drama",A bumbling police detective and his sidekick attempt to arrest an assassin.,,
Aazaan,"Action, Musical, Thriller","A story centered on four students coming of age during a year at their school, St. Marks.",,
That Girl in Yellow Boots,"Crime, Drama, Mystery",A secret agent must race against time to stop terrorists about to unleash an unknown strain of the Ebola Virus.,,
Shagird,"Action, Crime, Drama",A British woman faces challenges while attempting to locate her father in India.,,
Love U... Mr. Kalakaar!,"Drama, Romance","A rookie cop questions the tactics of his superior, and attempts to track the abductors of his girlfriend.",,
My Friend Pinto,"Comedy, Crime, Drama",The only daughter of a wealthy businessman falls in love with a middle-classed underemployed artist.,,
Love Breakups Zindagi,"Comedy, Drama, Romance","Twenty-something Michael Pinto has grown up in a small Goan village, believing everyone in the world to be simple, kind and honest, just like him. His world revolves around a doting mother,...                See full summary��",,
I Am Kalam,"Comedy, Drama, Family",A couple and many of their friends experience changes and challenges in their respective lives after attending a wedding.,,
"I Am
(II)",Drama,An impoverished boy forms an unlikely and unstable friendship with the lonely son of a nobleman.,,
Pappu Can't Dance Saala,"Comedy, Drama, Romance",Four traumatic and life-changing stories in various parts of modern secular India.,,
Utt Pataang,"Comedy, Drama",One time bickering neighbors are forced to share the same apartment.,,
Dabangg,"Action, Comedy, Crime",A man and his private-detective friend attempt to deal with a bitter ex-girlfriend and a missing bag full of cash.,,
Golmaal 3,"Action, Comedy, Drama","A corrupt police officer faces challenges from his family, gangsters and politicians.",,
Raajneeti,"Crime, Drama, Thriller","In Goa, Pritam meets his love Geeta after many years. They decide to get married but the feud between their respective children creates tension in their marriage.",,
My Name Is Khan,"Adventure, Drama, Romance","Samar, the son of a political family, plans to go to the USA to live with his girlfriend. However, the death of his father makes him stop and enter the dirty world of politics.",,
Housefull,"Comedy, Drama, Romance",An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,,
Tees Maar Khan,"Comedy, Crime","Believing himself to be jinxed, a man attempts to find true love, but instead gets caught in a web of lies.",,
Once Upon a Time in Mumbaai,"Action, Crime, Drama","Posing as a movie director, a conman attempts to trick an entire village into helping him rob a treasure-laden train.",,
"Kites
(I)","Action, Drama, Romance","As a smuggler rises to power in in 1970s Mumbai, a younger gangster seeks to overthrow him and a police officer is caught in the middle.",,
Veer,"Action, Adventure, Drama","A wounded man searches for his sweetheart in the Mexican desert while on the run from the police, bounty hunters, and others.",,
I Hate Luv Storys,"Comedy, Drama, Romance",Prithvi seeks revenge on Gyanendra Singh and the British. He sends his son Veer to Britain to study their plans. Veer kills Gyanendra's son but ends up falling in love with his daughter.,,
Atithi Tum Kab Jaoge?,Comedy,"Jay doesn't believe in love Stories, and Simran, is a girl who's in love with the idea of Love itself.",,
Anjaana Anjaani,"Comedy, Drama, Musical",A couple's married life is turned upside down when a distant relative overstays in their home.,,
Khatta Meetha,"Comedy, Crime, Drama","After numerous attempts at suicide fail, a couple decides to live it up, then kill themselves on New Year's Day.",,
Badmaa$h Company,"Comedy, Crime, Drama","A seemingly corrupt petty contractor faces challenges from the local municipality, his family, his employees, as well as a former girlfriend and her family.",,
Peepli [Live],"Comedy, Drama",Four youngsters grow rich together with a big idea in 90's middle-class Bombay. All is hunky dory till they are forced to shut shop until a plan comes up.,,
Guzaarish,"Drama, Romance",An impoverished farmer's threat to end his life invites attention from politicians and media.,,
Raavan,"Action, Adventure, Drama","Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",,
Action Replayy,"Comedy, Romance, Sci-Fi","A bandit leader kidnaps the wife of the policeman who killed his sister, but later falls in love with her.",,
Ishqiya,"Comedy, Drama, Romance",A young man tries to revive his parents' wilting marriage by traveling to the 1970s when their romance was budding and make it bloom: something more complex than he expects.,,
Prince,"Action, Sci-Fi, Thriller","While on the run from goons, a man and his nephew fall for a kidnapper's seductive widow.",,
"No Problem
(I)","Action, Comedy, Crime",A wanted thief races against time to find an antique coin after he commits the biggest heist of his life and wakes up the next day with no memories.,,
Karthik Calling Karthik,"Drama, Mystery, Romance","Bank robbers, diamond thieves, a minister's homicide, and a hyper wife are just some of the challenges faced by a bumbling senior police officer.",,
Lafangey Parindey,"Action, Drama, Music","A much abused loner achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone.",,
We Are Family,"Comedy, Drama, Family","Set in grungy Mumbai, an edgy love story of a blindfolded street fighter and a blind dancer and their never-say-die spirit to achieve the impossible.",,
Get Educated: Paathshaala,"Drama, Family",A divorced mother of three children runs a happy household - until her former husband brings his new career-oriented girlfriend into the picture.,,
Chance Pe Dance,"Comedy, Drama, Music",A new English school-teacher also teaches music but ends up leading both teachers and students to revolt against the school management.,,
Break Ke Baad,"Comedy, Drama, Romance",New love convinces a struggling actor and dancer to enter a talent competition that could make him a superstar.,,
"Aisha
(I)","Comedy, Drama, Romance","Aaliya is not ready for commitment even after a decade-long friendship with Abhay. She remains indifferent when he follows her to Australia, but is finally shaken when he announces his marriage.",,
Band Baaja Baaraat,"Comedy, Drama, Romance",Chaos results after a wealthy woman decides to turn matchmaker for a naive village belle.,,
Aakrosh,"Action, Crime, Drama","Shruti and Bittoo become partners in their very own ""Wedding planning ka bijness"" in Delhi and in the process discover friendship, love and one another.",,
Crook: It's Good to Be Bad,"Action, Crime, Drama","The Central Bureau of Investigation deputes two officers to investigate the disappearance of three medical students, which they believe to be an incident of 'honour killing' in a small, closed community.",,
Milenge Milenge,"Drama, Romance",Corrupt police and racially motivated attacks against Indian students complicate a re-located crook's life in Australia.,,
Jhootha Hi Sahi,"Comedy, Drama, Romance","Hoping that destiny will re-unite them, a couple, on the verge of getting married, attempt to locate each other.",,
"LSD: Love, Sex Aur Dhokha","Comedy, Crime, Drama","A suicidal woman's ""final"" call mistakenly connects her to a man who gives her something to live for.",,
Shaapit: The Cursed,"Adventure, Horror, Romance","A video camcorder, a store security camera, and concealed cameras candidly expose lives in three loosely-linked tales.",,
Tere Bin Laden,"Comedy, Drama","In order to wed his sweetheart, a male must reverse a 350-year old curse on her family.",,
Rann,"Drama, Mystery, Thriller","A reporter casts a fake Bin Laden to act in his video message to America, so he can immigrate there.",,
Phoonk 2,"Drama, Horror, Mystery",The revered chief of a news agency tries to maintain journalistic integrity as his bureau and a rival agency vie for viewers following a terrorist attack.,,
Knock Out,"Action, Crime, Drama","While on vacation, children and their father are terrorized by their mother and wife respectively.",,
Teen Patti,"Crime, Drama, Thriller","Hidden with a mysterious agenda, a sniper holds a businessman hostage in a closed phone booth, where he is ordered to obey the sniper or he will be killed.",,
Pyaar Impossible!,"Comedy, Romance",A disgraced professor recounts his career and involvement with gambling.,,
Khichdi: The Movie,"Comedy, Family",Everybody loves beautiful Alisha and it's no surprise that nerdy Abhay loves her too but she doesn't know he exists until years later their paths cross.,,
Khelein Hum Jee Jaan Sey,"Action, Drama, History","In order to immortalize his love, a groom decides to create conflict between his and his to-be bride's families.",,
Do Dooni Chaar,"Comedy, Crime, Drama",Children who are not allowed by the oppressive British colonists to play football decide to join a group of freedom fighters.,,
Dulha Mil Gaya,"Comedy, Drama, Romance",A middle class family in India tries to buy a new car.,,
Toonpur Ka Superrhero,"Animation, Action, Adventure",A man marries so he can inherit his father's wealth.,,
Udaan,Drama,A reel-life costumed actor is abducted and asked to be a real hero by Toon characters.,,
Isi Life Mein...!,"Comedy, Drama, Romance","Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",,
Sadiyaan: Boundaries Divide... Love Unites,"Drama, Romance","Just out of school, a conservatively raised girl experiences changes after moving to a big city.",,
Allah Ke Banday,"Action, Crime, Drama",A Hindu/Sikh family face challenges when their adopted son falls in love with a Muslim girl.,,
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,"Comedy, Drama","Two impoverished youth take to crime, are held in a juvenile home, and become gangsters after being discharged.",,
Angrezi Mein Kehte Hain,"Drama, Romance","While dealing with personal issues, a woman hopes to meet and act with a famous actor.",,
Love Sonia,Drama,Angrezi Mein Kehte Hein is a family drama and explores changing relationships between a middle aged couple. Its about the realization that sometimes just loving someone is not enough and expressing that love is equally important.,,
Omerta,"Action, Biography, Crime","Inspired by real life events, Love Sonia is the story of a young girl's journey to rescue her sister from the dangerous world of international sex trafficking.",,
Ekkees Tareekh Shubh Muhurat,"Comedy, Drama","A recounting of the story of infamous British-born terrorist Ahmed Omar Saeed Sheikh, who kidnapped and murdered Wall Street Journal reporter Daniel Pearl in 2002.",,
Lupt,"Horror, Thriller",It is a story of a 55-year-old man Pandit Girdhari Laal Sharma who wants to escape his family legacy of becoming a priest and aspires to become a storyteller instead. His reality is that he...                See full summary��,,
My Birthday Song,Thriller,"Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.",,
"The Past
(I)","Drama, Horror","After a wild night of impulse and passion, advertising executive Rajiv Kaul must navigate the murky lines between life, death, fact, and fiction.",,
Union Leader,Drama,"Two sisters Simran and Alia go on a vacation to Lonavala, where they experience paranormal activity at the bungalow that they're put up in, as an evil spirit takes over the place.",,
Enemmy,"Action, Crime, Drama","Resigned to his fate as a worker in a notoriously shoddy chemical plant, Jay realizes that he must not only find a way to support his family, but also overcome grave social and legal injustice in the system.",,
Baa Baaa Black Sheep,"Action, Comedy, Crime",Five undercover cops are assigned the task to protect Mumbai city from gang wars.,,
Bhaiaji Superhit,"Action, Comedy, Drama","Baa Baa Black Sheep is the story of Baba, who is still trying to find his bearings. Baba's father, Charudutt Sharma who is a boring Cashew nut dealer for everyone, reveals to a shocked Baba...                See full summary��",,
War,"Action, Adventure, Thriller",A goon tries to win his wife back by making a movie on their love story.,,
Kabir Singh,"Action, Drama, Romance","Indian agent Khalid goes on a mission to hunt and eliminate his former mentor, the country's top agent Kabir who has gone rogue. A deadly war begins.",,
Uri: The Surgical Strike,"Action, Drama, History","An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.",,
Bharat,"Action, Comedy, Drama","Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",,
Good Newwz,"Comedy, Drama","At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what.",,
Mission Mangal,"Drama, History",Two couples with the same surname pursue in-vitro fertilization and wait for their upcoming babies. Trouble ensues when they find that the sperms of each couple have been mixed with each other.,,
Housefull 4,"Action, Comedy, Drama","Based on true events of the Indian Space Research Organisation (ISRO) successfully launching the Mars Orbiter Mission (Mangalyaan), making it the least expensive mission to Mars.",,
Kesari,"Action, Drama, History","Three couples who get separated from each other due to an evil ploy, reincarnate after 600 years and meet each other as history repeats itself again and their respective partners get mixed up this time.",,
Total Dhamaal,"Action, Adventure, Comedy","Based on an incredible true story of the Battle of Saragarhi in which an army of 21 Sikhs fought against 10,000 Afghans in 1897.",,
Chhichhore,"Comedy, Drama, Romance",A group of people learn about a hidden treasure and then they race to find it and claim it.,,
Super 30,"Biography, Drama","A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",,
Dabangg 3,"Action, Comedy, Crime",Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,,
Saaho,"Action, Thriller","Chulbul Pandey encounters an enemy from his past, and his origin story as the fearless cop unfolds.",,
"Dream Girl
(III)","Comedy, Romance","In a fictional megalopolis, a stunning underworld theft triggers a fierce power struggle among the gangsters, with an enigmatic cop on their trail.",,
Gully Boy,"Drama, Music, Romance","Rom-com Movie, directed by Raaj Shaandilyaa, stars Ayushmann Khurrana who plays a 'dream girl'. In every love story, there is always one trying to win the heart of the other, who could be the 'dream girl'.",,
Bala,Comedy,A coming-of-age story based on the lives of street rappers in Mumbai.,,
De De Pyaar De,"Comedy, Drama, Romance",It tells the story of a man who is balding prematurely and how he copes up with the situation.,,
"Luka Chuppi
(I)","Comedy, Romance",A 50-year-old single father faces disapproval from his family and his ex-wife when he falls in love with a 26-year-old woman.,,
Manikarnika: The Queen of Jhansi,"Action, Biography, Drama","Pretending to be married in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families.",,
Badla,"Crime, Drama, Mystery",2010-2019 Bollywood Movies,,
Batla House,"Action, Crime, Drama",A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,,
Pati Patni Aur Woh,"Comedy, Romance","In 2008, a violent shootout with terror suspects leaves one police officer struggling to hunt down the fugitives and justify the police action.",,
Kalank,"Drama, Romance","Chintu Tyagi is an ordinary, middle class man who finds himself torn between his wife and another woman.",,
Student of the Year 2,"Action, Comedy, Drama","The lives of six enigmatic characters become entangled whilst in search of love, but separated by the dichotomy between the two worlds of Husnabad, a town in North India.",,
Article 15,"Crime, Drama, Mystery","A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy.",,
Marjaavaan,"Action, Drama, Romance","In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",,
Mardaani 2,"Action, Crime, Drama",Raghu and Zoya are enjoying their lives together until a gang leader with harmful intentions turns their world upside down.,,
Romeo Akbar Walter,"Action, Drama, Thriller",A 21-year old boy Sunny has a penchant for sexually assaulting and killing girls. He's locked horns with top cop Shivani Shivaji Roy. Will she nab him?,,
Panipat,"Action, Drama, History","Prior to the India-Pakistan war of 1971, an Indian banker is recruited by the Research and Analysis Wing for a covert operation deep inside Pakistan.",,
Judgementall Hai Kya,"Comedy, Drama, Mystery","The Great Betrayal is a War Epic set in 1761, when Sadashiv Rao Bhau Peshwa led the Maratha army to the north of India to repel the invading forces of Ahmad Shah Abdali, the King of Afghanistan.",,
Pagalpanti,"Action, Comedy",Following the story of two quirky individuals whose lives pivot between reality and illusions.,,
Commando 3,"Action, Adventure, Thriller","3 men, considered as losers in their lives by the people, plan to get rich along with their girlfriends by fooling 2 gangsters and robbing their money.",,
Junglee,"Action, Adventure, Thriller",Karan goes to London to stop a terrorist attack on India.,,
Saand Ki Aankh,"Biography, Drama","The story revolves around a vet, who on his homecoming to his father's elephant reserve, encounters and fights an international poachers racket.",,
The Accidental Prime Minister,"Biography, Drama","Both over the age of 60, Chandro Tomar and Prakashi Tomar inspire other women in India when they demonstrate their expert sharpshooting skills.",,
Ek Ladki Ko Dekha Toh Aisa Laga,"Comedy, Crime, Drama",Explores Manmohan Singh's tenure as the Prime Minister of India and the kind of control he had over the cabinet and the country.,,
The Sky Is Pink,"Drama, Romance","The film tells the story of closeted lesbian Sweety Chaudhary and her attempts to come out to her conservative, traditional family.",,
Thackeray,"Biography, Drama","Based on the love story of a couple spanning 25 years and told through the lens of their spunky teenage daughter Aisha Chaudhary, who was diagnosed with pulmonary fibrosis.",,
The Tashkent Files,"Drama, Mystery, Thriller","From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray.",,
Jabariya Jodi,"Action, Comedy, Drama","Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated.",,
Section 375,"Crime, Drama, Mystery",A thug helps kidnap grooms in order to avoid paying out dowries for their upcoming marriage.,,
India's Most Wanted,"Action, Adventure, Thriller","A celebrated Bollywood director Rohan Khurana stands accused by a female member of his crew, Anjali Dangle of having raped her at his residence.",,
Ujda Chaman,Comedy,A group of intelligence officers embark on a top secret mission to track down a wanted international criminal.,,
"Made in China
(II)","Comedy, Drama",Chaman Kohli is 30 -year-old bachelor with Premature Balding and in quest of a beautiful wife. Chaman hits rock bottom when an astrologer gives him a deadline to find himself a wife or remain a celibate forever.,,
Why Cheat India,"Comedy, Crime, Drama","Story of Failed Gujarati Businessman, who jumps into unknown world of China to get once in a life time business idea, which will change his life.",,
Pal Pal Dil Ke Paas,"Action, Drama, Romance","The movie focuses on existing malpractices in country's education system, the whole concept of buying your way through education, jobs and earnings. Even with an evolving education system, ...                See full summary��",,
Arjun Patiala,"Action, Comedy","When video blogger Saher Sethi embarks on a tedious trek with mountaineer Karan Sehgal, sparks are bound to fly. But will their love story blossom despite the odds?",,
Sonchiriya,"Action, Crime, Drama","This spoof comedy narrates the story of a cop Arjun Patiala (Diljit Dosanjh) and his sidekick Onidda Singh (Varun Sharma). Together, will they be able to accomplish their mission of a crime-free town with their goofy style of policing?",,
"Blank
(II)","Action, Thriller","Set in the Chambal valley, the film follows the story of a legion of dreaded, warring dacoits who once terrorized the Indian heartlands.",,
Prassthanam,"Action, Drama",A suicide bomber loses his memory and has a bomb attached to his heart. It is up to the police officers to prevent this bomb from taking innocent lives.,,
Khandaani Shafakhana,"Comedy, Drama",A rural politician marries a widow with kids and gains a respectable position. He trusts his stepson more than his own in political matters; thus upsetting his son beyond limits.,,
"Notebook
(I)","Drama, Romance",A feisty girl from Punjab tries to continue her family traditions by opening a sex clinic to help and aware others in her hometown.,,
"The Body
(II)","Mystery, Thriller","An ex-army officer, Kabir, becomes a teacher in Kashmir in a school that is in a miserable condition. Things take a turn when Kabir finds a notebook, left behind by the previous year's teacher Firdaus (Pranutan Bahl).",,
The Zoya Factor,"Comedy, Drama, Romance","When the body of a powerful businesswoman disappears from the morgue, the inspector in charge hunts for the truth. But when he questions her husband he realizes that there is much more to the case than meets the eye.",,
Amavas,"Horror, Thriller","Based on Anuja Chauhan's novel, Zoya Factor is a rom-com about Zoya, an advertising agent, and her relationship with the captain of Team India, Nikhil Khoda.",,
Malaal,"Action, Drama, Romance","The lives of a couple turn into a nightmare, as dark forces lie in wait beneath the shadows of the haunted bungalow in which they have decided to stay.",,
Laal Kaptaan,"Action, Adventure, Drama","Malaal is the story of Shiva and Astha, two very different people from contrasting backgrounds who experience the innocence of love. Does their love find its destination or do they part ways? Stay on this journey to find out.",,
Motichoor Chaknachoor,"Comedy, Romance","In an 18th century setting, a Naga sadhu in India sets out on a journey across Bundelkhand to seek revenge for an injustice committed in the past.",,
Mard Ko Dard Nahin Hota,"Action, Comedy, Drama","A hilarious story of a 36-year-old jobless man Pushpender, trying to find a wife and Anita who's also looking for a husband. But there's a catch - Anita wants to settle abroad after marriage.",,
"Ghost
(I)","Horror, Thriller","It is a story of a young boy Surya who has a rare condition of Congenital Insensitivity to pain meaning he can not feel pain, and he sets out to learn martial arts and hunt down muggers.",,
"Photograph
(I)","Drama, Romance","The story of the film follows Karan Khanna, a politician of Indian origin in the United Kingdom, who is accused of killing his wife. He tells his lawyer that a spirit committed the murder and should be tried.",,
Khamoshi,"Horror, Thriller","A struggling street photographer in Mumbai, pressured to marry by his grandmother, convinces a shy stranger to pose as his fianc�e. The pair develop a connection that transforms them in ways they could not expect.",,
Milan Talkies,"Drama, Family, Romance","A remake of Hush (2016), where a deaf woman must fight for her life when a killer appears at her door.",,
Satellite Shankar,"Action, Drama","Anirudh aka Anu along with his friends, he makes local movies and also runs a gang that lets students cheat in exams. His life changes completely when he meets Maithili, whose father hires Anu to help her clear her exams.",,
Jack & Dil,"Comedy, Family",The extraordinary journey of a soldier that brought a nation together. It stars Sooraj Pancholi and Megha Akash in the lead roles and is directed by Irfan Kamal.,,
Kaashi in Search of Ganga,Thriller,"JACK and DIL is a modern day story of new age man Jack, carefree with little materialistic ambitions, earning as much to meet his daily needs. Jack's only passion is to read detective ...                See full summary��",,
Bypass Road,"Drama, Mystery, Thriller","The movie is about two siblings, Kashi (Sharman Joshi) and his sister Ganga. The film is set in the Indian city of Benaras, also known as Kashi.[9] Kashi is a man who belongs to a community who are involved in performing cremation rituals.",,
Pranaam,"Action, Crime, Drama",The Story revolves around a young man Vikram (Neil Nitin Mukesh) who is a fashion prodigy. The story is layered with a murder in town.,,
Bombairiya,"Comedy, Crime, Drama",A peon's son who is an aspiring IAS officer is compelled to change his path leading him to turn into a gangster.,,
72 Hours: Martyr Who Never Died,"Action, Biography, Drama","A PR agent trying to find her stolen phone, a politician in trouble and a fading celebrity find their lives intertwined in unexpected, messy ways.",,
S.P. Chauhan,Drama,"The story is based on the life of Rifleman Jaswant Singh Rawat. 55 years ago during 1962 Indo-China war , when the destiny of war was pre decided, there stood a brave soldier from 4th ...                See full summary��",,
One Day: Justice Delivered,"Action, Crime, Thriller","The film is based on the life of Shri S.P. Chauhan (Suraj Pal Chauhan), a famous social worker from Karnal, Haryana. It highlights his journey from poverty to prosperity in adverse ...                See full summary��",,
Yeh Saali Aashiqui,"Drama, Romance, Thriller",A Crime Branch Special Officer Investigates the Serial disappearance of high profile individuals in a state capital.,,
3 Bachelors,"Comedy, Romance","While in college, Sahil and Mittee fall in love, but an unfortunate incident turns their dreamy romance into a nightmare.",,
Benny and Babloo,"Comedy, Drama",3 Bachelors is the story of two young bachelors and one young at heart bachelor. Amit and Jai land into trouble for teasing two girls on the very first day of their college because of which...                See full summary��,,
Loot,"Action, Comedy, Crime",Two room-mates experience major changes in their lives after acquiring new jobs.,,
Fraud Saiyaan,"Comedy, Drama",Four burglars end up stealing a vehicle from robbers as well as unknowingly breaking in the house of a notorious gangster.,,
Kissebaaz,"Action, Comedy, Crime",Fraud Saiyyan is the story of a con artist in North India who convinces women to marry him just so he can live off their money.,,
Hisss,"Comedy, Drama, Horror","Set in Varanasi, the movie narrates a story of a man (played by Rahul Bagga), who is victim of a plot of a wily narrator.",,
Khuda Kasam,"Action, Crime, Drama",Based on the Far Eastern myth of the snake woman who is able to take on human form.,,
A Flat,"Drama, Horror, Romance","While investigating the assassination of the Chief Minister, a CBI Officer is herself found guilty of this killing.",,
Rakhta Charitra,"Action, Biography, Crime","A spate of unexpected events jolted Rahul as soon as he landed from U.S. Now, Rahul finds himself trapped in his own flat, completely cut off from the world. The only companion he has is a ghost, a ghost that will not let go of him.",,
Rakhta Charitra 2,"Action, Biography, Crime",A killer bandit decides to become a politician in order to avenge deaths in his family.,,
Right Yaaa Wrong,"Action, Crime, Drama","After avenging the death of his father and brother, a man must now content with another vengeful male.",,
Rangeela Raja,Comedy,A decorated and disabled Police Officer becomes suspect in a double homicide.,,
Dosti Ke Side Effects,Drama,A strong career woman changes the life of a business tycoon and upsets his family. His brother attempts to set everything back to normal. Will he succeed?,,
Main Zaroor Aaunga,"Horror, Thriller",The story of close childhood friends who separate because of circumstances and happen to cross paths as adults when they happen to study in the same college.,,
Jhootha Kahin Ka,Comedy,"Yash Malhotra ""Arbaaz Khan"" is a renowned and successful businessman of Switzerland. One day, Yash Malhotra bumps into model Liza and falls in love at first sight and proposes her for ...                See full summary��",,
Paharganj,"Crime, Drama, Mystery","Two boys go to Mauritius to study and love it so much there, that they are reluctant to return home. Rishi plays Omkar's dad who turns up from the village to surprise him and is in turn surprised by his son's lifestyle.",,
Setters,Thriller,"Coming from the streets of Paharganj, the movie depicts a woman's search for her lost love, a man's attempt to regain his lost enigma and dealing with his brother's untimely death, an unexpected political murder, and raging gang war.",,
Mushkil,Horror,"A thriller set in Benares, Jaipur, Mumbai and Delhi, Setters is about a racket profiteering from academic scams. The film follows a cat-and-mouse game between two good friends: one a cop, ...                See full summary��",,
